sin 0000000000000000 0000000000000000 0000000000000000
cos 3fd4095c0a000000 0000000000000000 3fee71cdfb815b25
cos c0882578072a0000 0000000000000000 3fefa638865131e7
cos bfac0bd03c000000 0000000000000000 3feff3b670fff3b2
cos 4089dc06da380000 0000000000000000 bfd34c99fb30b882
cos bfe6e3faba800000 0000000000000000 3fe827f426ce6326
cos 408e67b359518000 0000000000000000 3fe319e6c579a9e6
cos bfed5c2837400000 0000000000000000 3fe37328d031f6cb
cos 40828eab397f0000 0000000000000000 bfefea6c832686ec
cos 3febab8830800000 0000000000000000 3fe4c3994e2a1c3b
cos c03b906f7ab00000 0000000000000000 bfe843ca839179d4
cos 3fec55524b800000 0000000000000000 3fe44146530b9b6e
cos c07451282c820000 0000000000000000 bfb51aa6b0d216aa
cos bfeead3011c00000 0000000000000000 3fe263640c579c61
cos c082415a694a8000 0000000000000000 3fef8de9ae273698
cos bfcba41f25000000 0000000000000000 3fef41bbc7395363
cos c08b4434b6a88000 0000000000000000 3fe56e047d929a94
cos bfb321886c000000 0000000000000000 3fefe922cf41cbdd
cos 40794cbc9e5d0000 0000000000000000 bfec89f10aeaa5b8
cos 3fd79c606f800000 0000000000000000 3fedd8d271cd8198
cos c075d3daf0aa0000 0000000000000000 bfebb4262256a688
cos 3fecaabe80000000 0000000000000000 3fe3fedc953035f8
cos c08b2952363f8000 0000000000000000 bfdf82773280b42c
cos bfe5edcccc400000 0000000000000000 3fe8c6991d02ed00
cos c08c5407576a8000 0000000000000000 bfc3a5b8b335df1a
cos bfdffa8be8000000 0000000000000000 3fec1676959988e7
cos 407d9267a99e0000 0000000000000000 bfd56155612ef0a7
cos 3fea52c286400000 0000000000000000 3fe5c526381ad24c
cos 40519f1755240000 0000000000000000 3fc96f23cd687599
cos 3fd57837b2000000 0000000000000000 3fee375ce0237e63
cos c07d08108ffe0000 0000000000000000 3fecca813910cb0c
cos bfe223ec2ac00000 0000000000000000 3feafe96dfd8107b
cos 408acc95595c0000 0000000000000000 bfefe48f9f8ea610
cos bfee285b15400000 0000000000000000 3fe2cf7a7aef639f
cos c05e92aaf7e80000 0000000000000000 bfef27796ab8959b
cos 3fc76eea9d000000 0000000000000000 3fef771a7dd3b33f
cos c08bf030f7148000 0000000000000000 bfce867674116924
cos 3fe4fcba9d400000 0000000000000000 3fe95c66ac7786ac
cos c072ece4d3610000 0000000000000000 3fd66a4d92e0e4bf
cos bfc55c8b8f000000 0000000000000000 3fef8e2fa13ec55c
cos 4027e6ce7d600000 0000000000000000 3fea204844cb1f5b
cos bfe5f03065000000 0000000000000000 3fe8c515f8c59404
cos c0832004138f8000 0000000000000000 bfea413a4c366698
cos 3fc526e712000000 0000000000000000 3fef906725359509
cos c05ca60007400000 0000000000000000 3fb3061524bafc2d
cos bfe3110976c00000 0000000000000000 3fea7c616263d697
cos c073faf3324e0000 0000000000000000 3fe73cb377c42aa1
cos bfb97d603e000000 0000000000000000 3fefd76cf2bf0f16
cos c08c0e5a484e8000 0000000000000000 3fe8721c12c4a833
cos bfd3ca86c0000000 0000000000000000 3fee7b6c4b58d5e4
cos 407fee32d7c90000 0000000000000000 bfd7a7f44f860f53
cos bf95ab26a0000000 0000000000000000 3feffe2a7db9501a
cos 408a51ed05b78000 0000000000000000 3feea0bb8db8369e
cos bfc1e4c8d7000000 0000000000000000 3fefb01590dd2eb3
cos c08993bc50e10000 0000000000000000 bfb4fc2b530c5124
cos 3fc9d047b1000000 0000000000000000 3fef59fa7984e625
cos 407a503a4eda0000 0000000000000000 3feff92d0c776b36
cos bfd146db3d800000 0000000000000000 3feed7522dd96915
cos 406b75df99280000 0000000000000000 3fef2c1a7e895cf6
cos 3fc1bc3b79000000 0000000000000000 3fefb17d9bfcd100
cos 4082b93ae8e80000 0000000000000000 bfe4216417694fbb
cos bfe3d80dedc00000 0000000000000000 3fea0ab3ee89bea2
cos 408e18dc855d0000 0000000000000000 bfca9faf182a9a0f
cos bfef32aebcc00000 0000000000000000 3fe1f58457d6382a
cos 4085bb260d858000 0000000000000000 bfdcf049b5b7badf
cos bfecce0d57000000 0000000000000000 3fe3e33f7c4794e6
cos c07b5d40d2e70000 0000000000000000 bfda52478e475beb
cos 3fea745422c00000 0000000000000000 3fe5ac7fd6ae60d8
cos 407d31de915f0000 0000000000000000 bfe1cff288b5e066
cos bf96c2e090000000 0000000000000000 3feffdf9f284066f
cos 4070a90b24170000 0000000000000000 bfec87266bbecb25
cos bfeed5cdb8800000 0000000000000000 3fe24217b6f26814
cos 4075ef3a674f0000 0000000000000000 3fe3b9a57fe91f9f
cos 3fde712ad2800000 0000000000000000 3fec729f4c5105b9
cos c08078f33b750000 0000000000000000 3fe91b2aaeb6039f
cos bfe153e509c00000 0000000000000000 3feb6c0fcbc1e24b
cos 40833263eb660000 0000000000000000 3fbdfde530ca3762
cos bfc17de889000000 0000000000000000 3fefb3a0c089c886
cos 40709292545d0000 0000000000000000 3fd326182db6e9d6
cos 3fd1a50a77800000 0000000000000000 3feecaa1c60a318d
cos 408641069a3a0000 0000000000000000 bfe0ee06f9eaafdc
cos bfd95da6a0800000 0000000000000000 3fed84f42a3c648e
cos 407c0e0e6d1e0000 0000000000000000 bfedd7e975d66267
cos bfc4f4ed4d000000 0000000000000000 3fef9272e0f85479
cos c086b780215b8000 0000000000000000 bfd569640ddb2e67
cos 3fe730f31fc00000 0000000000000000 3fe7f5330456822b
cos c08c223bfab58000 0000000000000000 bfcb0ea7fbaefec8
cos bfb028fdb2000000 0000000000000000 3fefefaefebfd2ef
cos 408ecb99d7e00000 0000000000000000 3fe1052e27d246d3
cos 3fdb0adcee800000 0000000000000000 3fed2f85c6a3529d
cos c0863c17c58f0000 0000000000000000 3fae419beef7c3f8
cos 3fe7da87bf000000 0000000000000000 3fe78379271e9ceb
cos c08ccb268d190000 0000000000000000 bfe3b60c339db28f
cos 3fd1766ce3800000 0000000000000000 3feed0f1e0675479
cos c08e70d89d938000 0000000000000000 3fef488470190bde
cos bfa26fcdcc000000 0000000000000000 3feffab07e88cdcf
cos 4071bb07be3b0000 0000000000000000 3fe2b76bc3dd7730
cos bfc3f6a41f000000 0000000000000000 3fef9c912a46a64f
cos 4074718ea3cf0000 0000000000000000 3fedd09d17ad098b
cos bfead9a87e400000 0000000000000000 3fe5618754f98996
cos 40849cc0d38f8000 0000000000000000 3fefaf8079b38292
cos 3fdc3618c8800000 0000000000000000 3fecf0eced93b214
cos 408cb78699430000 0000000000000000 bf9977117d398c9d
cos 3fe62cf6b9800000 0000000000000000 3fe89e6f3053dbbd
cos 4086f4810e768000 0000000000000000 3feaf2553f9f36e2
cos bf7bedefe0000000 0000000000000000 3fefffcf3f306cd6
cos 40825760e66a8000 0000000000000000 bfeb302ca9e4f36d
cos 3fd9b3cddd000000 0000000000000000 3fed7438467d29ab
cos c07e3e67b0d60000 0000000000000000 3fefdb067817e118
cos 3fe160c45a800000 0000000000000000 3feb656b20125efa
cos c076402070d70000 0000000000000000 bfe11336a40728c3
cos 3f87a961b0000000 0000000000000000 3fefff74087e1980
cos 4071d7945e0b0000 0000000000000000 bfed5519b96add70
cos 3fe96c2444000000 0000000000000000 3fe66bf171792a95
cos c08dd4cb0cb58000 0000000000000000 3fece21c7b5f7c37
cos 3fbbdbd042000000 0000000000000000 3fefcf8a953195c3
cos c0840fc70b2f8000 0000000000000000 3fddc0ba863b764a
cos 3fac9d9f4c000000 0000000000000000 3feff3356aaa1583
cos c08b39dbc92b8000 0000000000000000 bfe0fd01b69f1395
cos 3fd3eadaec800000 0000000000000000 3fee767d0eaa97b8
cos c0806bcf9d850000 0000000000000000 bfe596279243e48e
cos 3fe3efc0ae800000 0000000000000000 3fe9fce72ff3c27f
cos 40843c6aa8ab0000 0000000000000000 3fedab6d6972669a
cos bfe738f0ca400000 0000000000000000 3fe7efe6231fbc5f
cos c08278ac051e0000 0000000000000000 3fec9bbef1cfd28a
cos bfe6a70cf0800000 0000000000000000 3fe84fbe55566227
cos 407f6f14a29c0000 0000000000000000 3feeaf4518b20e49
cos bfc1d7dac0000000 0000000000000000 3fefb088b5f8834d
cos c080f73f18000000 0000000000000000 bfea9855b287f55d
cos bfc7385b9f000000 0000000000000000 3fef79934f93a1a8
cos c08a132b13260000 0000000000000000 3fd31b99d43b1df0
cos 3fea0b8b94400000 0000000000000000 3fe5f921f1d44873
cos 4060fea2766e0000 0000000000000000 bfe4a9a15479276a
cos bfc0ea3cc4000000 0000000000000000 3fefb89327065f53
cos c0814804caf78000 0000000000000000 3fefe4739df5abdd
cos bfe9ecbbd1000000 0000000000000000 3fe60f7df7e73058
cos 408b975aacb68000 0000000000000000 bfefb90413039cbc
cos bfdfd47b2a800000 0000000000000000 3fec1f9021264677
cos 4059ac7777c80000 0000000000000000 bfe1e2513e0af8ad
cos 3fe8e9f833400000 0000000000000000 3fe6c816f4178429
cos 40898137d0850000 0000000000000000 3fe93e614f3a5659
cos 3fd330ca1e000000 0000000000000000 3fee9278fcc4e4ad
cos c08d40de77c68000 0000000000000000 3fefe1bc6a0b65fb
cos 3fe8775ca8c00000 0000000000000000 3fe7180007024783
cos 407e9bbdf6eb0000 0000000000000000 3fee02682da0b8bd
cos 3fef9d2d92000000 0000000000000000 3fe19cfcfee2bee3
cos c01d9235e0800000 0000000000000000 3fdc7b3a63adae3d
cos bfe6813dc0c00000 0000000000000000 3fe8684312df17dd
cos 408598c612998000 0000000000000000 3feff4347d2a0849
cos bfeff9aa5f400000 0000000000000000 3fe14f7c467b6f58
cos c057946266540000 0000000000000000 3fefeb84ffbbce74
cos 3fe66decc8400000 0000000000000000 3fe874bca3000127
cos 4084e852c5540000 0000000000000000 bfefc63d775da14f
cos bfb55ac336000000 0000000000000000 3fefe383f7887fdf
cos 408ca6d8cde10000 0000000000000000 3fec3f2d985dbc0e
cos bfec5e0f67c00000 0000000000000000 3fe43a81a5ebcb65
cos c0839966b5460000 0000000000000000 3fda8781c933ddeb
cos bfe59cd890000000 0000000000000000 3fe8f985bfcdb0fd
cos 408e70339d190000 0000000000000000 3fefb94b8c36ec1d
cos 3fcc2aa6d5000000 0000000000000000 3fef3a75a85b66d3
cos 40853c9370ac8000 0000000000000000 3fe19cb2eaf5de53
cos bfd62ad04e800000 0000000000000000 3fee1981a07eb45b
cos c08b38a9b8e00000 0000000000000000 bfe4d6296c5e8722
cos bfc91d7fcc000000 0000000000000000 3fef62cfc2e03750
cos 4089fa41b4370000 0000000000000000 bfd4c9e8a69f8c23
cos 3fab8600b4000000 0000000000000000 3feff42a919ed668
cos c0651371a57a0000 0000000000000000 3fe03e648cd1a103
cos bfee0766d7c00000 0000000000000000 3fe2ea194b21dcdd
cos c0860a06cd070000 0000000000000000 3fa185b76a572643
cos 3fe4f5e838800000 0000000000000000 3fe9608f1b5c87eb
cos 40871f549be58000 0000000000000000 3fb239093fe30737
cos 3fed787d78c00000 0000000000000000 3fe35ca180fb6f36
cos 40700f5108b90000 0000000000000000 3fe9690db1ba9976
cos bfe6f9c26f800000 0000000000000000 3fe819a5a4966a9b
cos c06e7ed46c7c0000 0000000000000000 3fde1ebbfaeeea79
cos 3fee052fcb800000 0000000000000000 3fe2ebe2a3438dfc
cos 40616d40297c0000 0000000000000000 3fd82458011b441a
cos 3fea30492ec00000 0000000000000000 3fe5de5dd3826efe
cos c07c0a7f09b00000 0000000000000000 bfea8f26acef9ce7
cos bfe9dc444c000000 0000000000000000 3fe61b68b908963a
cos c05fb335b2b80000 0000000000000000 3fdaeeba8cfd2c62
cos bfe106519d400000 0000000000000000 3feb93bae52e051a
cos c05344f42e800000 0000000000000000 bfbbb121f1686f12
cos 3fdbcbfa17800000 0000000000000000 3fed0768a33fadf2
cos c0642fd474640000 0000000000000000 bfd2c01ba8150a49
cos bfeacd474d800000 0000000000000000 3fe56abbad842475
cos c0721efe93290000 0000000000000000 3fe39fbe33569d44
cos bfe20943a1000000 0000000000000000 3feb0cde53436c54
cos c073d71f3cd20000 0000000000000000 bfefaae570cfe45f
cos 3fe5d75d8f000000 0000000000000000 3fe8d4c5d9a6f2b2
cos c079fe8055f30000 0000000000000000 3fd63a3aa6f19613
cos bfe324d228c00000 0000000000000000 3fea71420a43335e
cos c08a042a5a0d0000 0000000000000000 bfeffffe057fecec
cos 3fcf2c320c000000 0000000000000000 3fef0e43d5607f32
cos c08258ad20770000 0000000000000000 bfed8e8fe9665717
cos bfdd5c25fc000000 0000000000000000 3fecb10142d527bf
cos 4082562b29ef8000 0000000000000000 bfe855d241be0116
cos 3f61987380000000 0000000000000000 3feffffb29979dc3
cos 40807e873d868000 0000000000000000 3feffcae2c2d10a3
cos 3fdd0e5f75800000 0000000000000000 3fecc22484afd699
cos 406574f4b27e0000 0000000000000000 bfdb25fac4669506
cos bfea65fc37c00000 0000000000000000 3fe5b70b17777c2d
cos 4088e920edb58000 0000000000000000 3fe5c00674b4186e
cos 3fe4030c38c00000 0000000000000000 3fe9f1a04e02c6a6
cos 4063a64c63be0000 0000000000000000 3fefc7cf503827da
cos 3feb41705b000000 0000000000000000 3fe513e059e17c2e
cos 408b610d9e8c0000 0000000000000000 bfedcd993b658f87
cos bfee809dbec00000 0000000000000000 3fe287cc8144ab03
cos c083aa652a508000 0000000000000000 3fe1cd3b864cc263
cos 3fe6be5484800000 0000000000000000 3fe84094c9838778
cos 408959c7b6398000 0000000000000000 3fe8a5a399546401
cos bfd4133121000000 0000000000000000 3fee704a0390ccca
cos 4089ca723c428000 0000000000000000 bfe30d25f56aeba9
cos 3fe52a2074800000 0000000000000000 3fe9409dcc79ee75
cos c07420ebf5710000 0000000000000000 bfa6b476ac14bf97
cos bfea0636e2400000 0000000000000000 3fe5fd01bdef3b34
cos 406da7d1812e0000 0000000000000000 3fabacc801d9d544
cos 3f9d1880b0000000 0000000000000000 3feffcb17f14459e
cos 4084e50d6d770000 0000000000000000 bfeba5b59e377f35
cos bfe3f0e7cd000000 0000000000000000 3fe9fc3af8d883c0
cos c0817042502d0000 0000000000000000 3fd8e77405499506
cos 3fec809ff1800000 0000000000000000 3fe41fad8e1039a0
cos c08e9a4892c88000 0000000000000000 3fe41ac4eb36988c
cos 3fc7d4a6cd000000 0000000000000000 3fef726f358869c7
cos c06ca2256a020000 0000000000000000 bfeed8f6d5ad27bc
cos bfe362cb60400000 0000000000000000 3fea4e295be03151
cos 40771dce129a0000 0000000000000000 3fe53c895ad3e260
cos bfe9e5376d400000 0000000000000000 3fe614ef5de63dc5
cos 408d66d8d3d90000 0000000000000000 bfaa2a63e599b831
cos 3fc75c1ffd000000 0000000000000000 3fef77f51907dc19
cos 401a00455f000000 0000000000000000 3fef3fbd3c634703
cos bfe14f59cf000000 0000000000000000 3feb6e6710874d34
cos c076280a769b0000 0000000000000000 bfec1f4890f34e84
cos bfd7cd3ff5000000 0000000000000000 3fedcff9de7867c7
cos 408a7d8b52788000 0000000000000000 3feb7f00d59e0276
cos 3fb05f805a000000 0000000000000000 3fefef403b82feb2
cos c054bdd206a00000 0000000000000000 3fd2124ffd8c5678
cos 3fbc90fe36000000 0000000000000000 3fefcd0cef35af6b
cos 4079c21114d60000 0000000000000000 bfeac1e8e95f54fa
cos 3fd013fbe7000000 0000000000000000 3feefeda43b12196
cos 4043f978d7e80000 0000000000000000 bfe41949a11d5dae
cos 3fda957313800000 0000000000000000 3fed47679e9b49d2
cos 408489d9f6c80000 0000000000000000 bfe9b1ca8978b490
cos 3fed9c927b400000 0000000000000000 3fe33fdae15ba727
cos c074276cf81e0000 0000000000000000 bfdbe31cfe831835
cos bfd6d3c44d000000 0000000000000000 3fedfc6b4cb04a18
cos 40821ab410e60000 0000000000000000 3fd20cf96488f757
cos 3f9fa14620000000 0000000000000000 3feffc179fc7e21b
cos 40865540af950000 0000000000000000 bfac86aad971e8e5
cos 3fee0e97ec400000 0000000000000000 3fe2e44bc5b4b90b
cos 408222cdcaad8000 0000000000000000 bfe54273baca3ee6
cos bfe4fb5cea000000 0000000000000000 3fe95d3be8d7ea9b
cos 408335f034e20000 0000000000000000 3fe105e48d502403
cos bfc8fdaefe000000 0000000000000000 3fef645bc2f67ea5
cos 405255485e9c0000 0000000000000000 bfde6543b2092a44
cos bfe4ef3090c00000 0000000000000000 3fe964a61db3c523
cos c08237295f3a8000 0000000000000000 3fc0902e56f19107
cos bfe499ab59000000 0000000000000000 3fe99855b7de50df
cos 408ee66618ba8000 0000000000000000 bfe640a24b2abcf6
cos 3fe28b9c1d000000 0000000000000000 3feac65b4392174e
cos 3ffea33554000000 0000000000000000 bfd5965b13bb8521
cos 3fd5d05bda800000 0000000000000000 3fee28be1c56a537
cos c0897b9468cd0000 0000000000000000 3fc9f3eb73f51d48
cos 3fd12f101e000000 0000000000000000 3feeda7c3f35d920
cos 40762db4b4d00000 0000000000000000 bfefabf8d20e9531
cos 3fdd3d471a000000 0000000000000000 3fecb7d3ba3ace65
cos 406b89d482040000 0000000000000000 3fed86f68d432200
cos bfcfdedc07000000 0000000000000000 3fef036053691d76
cos 40836f1f9cdf0000 0000000000000000 3fefaa23b5983ee7
cos bfeb0533f5800000 0000000000000000 3fe5410d9e2e441b
cos 40819d89c5048000 0000000000000000 bfcc625ffc647466
cos bfc4e3d4a7000000 0000000000000000 3fef9324f06ae937
cos c0874aa95fb30000 0000000000000000 bfe6db24a31e34b9
cos 3feb4250bb000000 0000000000000000 3fe51337847bcaea
cos c05fbbb6da480000 0000000000000000 3fd300c2985c9262
cos bfe7c945f4800000 0000000000000000 3fe78f2a40a6d088
cos 4081261701ee8000 0000000000000000 bfe0d0fd4ccc2933
cos 3f9edf9988000000 0000000000000000 3feffc46e7331356
cos c07a5a1028ad0000 0000000000000000 3fe95e016e14b1e3
cos bfdb66554a800000 0000000000000000 3fed1ca6be078492
cos c07743b7fe6c0000 0000000000000000 3fa7b3a78f6e9c9d
cos 3fe366149ac00000 0000000000000000 3fea4c4a337d3a8e
cos c0803c66aa318000 0000000000000000 bfd7f1b0f1312c9b
cos 3fee0b8261000000 0000000000000000 3fe2e6c8f3cdecac
cos c088b52533e08000 0000000000000000 3fe03fc8a64d4814
cos bfeae76b35400000 0000000000000000 3fe557486134d419
cos 406e2b3d91100000 0000000000000000 bfeb420357cf3f8c
cos 3fdaf93364000000 0000000000000000 3fed3323c0ddd126
cos 408687a804448000 0000000000000000 bfa3b1b32b6a8bff
cos bfe9decf7e800000 0000000000000000 3fe61991d601678d
cos 4067ba468aa80000 0000000000000000 3fcf13dba9b8fddc
cos bfe51fce15000000 0000000000000000 3fe946f37920c0c7
cos c070aa4d6b820000 0000000000000000 bfed9441610bbd88
cos bfdc9c4d46000000 0000000000000000 3fecdafa53def9d7
cos 40893cde7ba00000 0000000000000000 bfef3bc2fdfd4ea9
cos bfe95790bd400000 0000000000000000 3fe67a9b12c50e43
cos 4059964112fc0000 0000000000000000 bfcf2a9e3362947b
cos 3fecb51fba400000 0000000000000000 3fe3f6c0f030d428
cos 40867f234e8c8000 0000000000000000 bfec90e6045dc7a5
cos bfdefed54e800000 0000000000000000 3fec51ea159f7d92
cos c0881216368e0000 0000000000000000 bfeaedfebee60317
cos 3feb1365c6c00000 0000000000000000 3fe5366f05748fb2
cos 4056621dc2700000 0000000000000000 3f630a4d3c781d71
cos bfe9cea6f5800000 0000000000000000 3fe6253ea09d5042
cos c0808687cc6f0000 0000000000000000 3fe0823a176bed81
cos 3fdfbae4dc800000 0000000000000000 3fec25a86ed660a9
cos 408312becf9c0000 0000000000000000 3fe4881bc8b0404c
cos bfe8d1fecc800000 0000000000000000 3fe6d8e693dea7f8
cos 406787fdb74c0000 0000000000000000 3fef09b26eeaa693
cos 3fe3566518c00000 0000000000000000 3fea5536e82caf7e
cos c08deed8cdbd8000 0000000000000000 bfee463fc7485e99
cos 3fe700d864400000 0000000000000000 3fe814fbb41108f9
cos 407a66ddda850000 0000000000000000 3fbd63312e8e9925
cos 3fc3e9546a000000 0000000000000000 3fef9d15538fd2c6
cos 406569c3e0f00000 0000000000000000 bfb6975115aa8c22
cos 3fe357f39cc00000 0000000000000000 3fea545472287d4b
cos 4072dfa4136f0000 0000000000000000 3feda95e9dbc153a
cos bfd35ef5b1800000 0000000000000000 3fee8b9f673793f3
cos c06d64cfb9fe0000 0000000000000000 bfec8b180d555577
cos 3fe424694ec00000 0000000000000000 3fe9de0a465e001e
cos c06c70eed2c00000 0000000000000000 3fcdf7abcadecb06
cos bfafddd378000000 0000000000000000 3feff02369e9d00b
cos c07cd5529d3c0000 0000000000000000 bfec5cc46e8b9142
cos 3fbec4d078000000 0000000000000000 3fefc4e6b71d7eff
cos 405cf759b2580000 0000000000000000 bfedc97ae5a6191a
cos bfcd9e3fd8000000 0000000000000000 3fef25aafbb71e7f
cos c089a4225f070000 0000000000000000 bfeb17ec0c3ce787
cos 3fe65c0a68c00000 0000000000000000 3fe880417fcae84d
cos c0751dd6b6630000 0000000000000000 3fc254e3b2032a68
cos 3fb15d8fb6000000 0000000000000000 3fefed28e511f7e2
cos c0721e746cf30000 0000000000000000 3fe47716eff6ca1b
cos bfd87359c1000000 0000000000000000 3fedb167a1f4d986
cos 407983e8bdc10000 0000000000000000 3fef93c8133562c7
cos bfbdf518a8000000 0000000000000000 3fefc7f93d096942
cos c083314d08de0000 0000000000000000 bf9332b450933216
cos bfeede2c6d000000 0000000000000000 3fe23b37649ad234
cos c07d00fa2b210000 0000000000000000 3fe40692ce74b0f3
cos bfb5916302000000 0000000000000000 3fefe2f199c6ae1d
cos c08e4c9f37d48000 0000000000000000 bfd8b601d7c10c70
cos bfcd0ec289000000 0000000000000000 3fef2dd171051580
cos 408b02112ebc0000 0000000000000000 bfee5f1431656680
cos bfe5aabd26c00000 0000000000000000 3fe8f0d3cb2f8594
cos 405d53d0add40000 0000000000000000 bfdeb0877817d404
cos 3febbaf707800000 0000000000000000 3fe4b7d8b95b1a14
cos c0817bf2cb5f0000 0000000000000000 3feea9cb4d259c99
cos bfc41ef4bb000000 0000000000000000 3fef9afed09c0645
cos c0887b80ecf18000 0000000000000000 bfd84c24a13a2475
cos bfd107bd80800000 0000000000000000 3feedfadac55db52
cos 408790f841140000 0000000000000000 3fefb10293e01628
cos bfe0f420e8400000 0000000000000000 3feb9cf0acd0df68
cos 4073277349f90000 0000000000000000 3fc47048013f75a7
cos bfe9ec8493800000 0000000000000000 3fe60fa5fbb9e891
cos c088c6c076468000 0000000000000000 3fd9674c500f6eee
cos 3fc266ea67000000 0000000000000000 3fefab7cb7fae172
cos 4074b87b1dea0000 0000000000000000 3fb786f494eb36a9
cos bfd26cfbc1000000 0000000000000000 3feeaed4e22cbc23
cos 408737a44e410000 0000000000000000 3fa0179849157861
cos 3fdccf58d2000000 0000000000000000 3feccfe89d979fb9
cos 406a49479f1a0000 0000000000000000 bfef62022e475b1e
cos 3fdff8dec0800000 0000000000000000 3fec16dd62c4f80f
cos 400e02fbfe800000 0000000000000000 bfea3b3131647341
cos bfcb61301c000000 0000000000000000 3fef454d646216dd
cos c08b11a15caf8000 0000000000000000 3fe47e2028229568
cos 3fe76322e6800000 0000000000000000 3fe7d3d06eaa02cb
cos 40844410d7588000 0000000000000000 3fcd436a1de8e332
cos 3fde3e83e8000000 0000000000000000 3fec7e2f4e98b4a0
cos 405837ad169c0000 0000000000000000 bfebc77b7d0a1289
cos bfe5fa1398400000 0000000000000000 3fe8bed2403010d2
cos c088befa1b838000 0000000000000000 3fef6b60f08fbf6a
cos 3fbf13da9c000000 0000000000000000 3fefc3b5f02fbf0a
cos 408cda7968130000 0000000000000000 3fee62d03621ee45
cos bfeb61eea4000000 0000000000000000 3fe4fb629a915360
cos c07f30b824f10000 0000000000000000 bfec8e1df754fe82
cos 3fadfe1e8c000000 0000000000000000 3feff1f2cab0cbc9
cos 404b1abb08700000 0000000000000000 bfe64115592722d7
cos bfebe07ceb000000 0000000000000000 3fe49b31b7fb16e6
cos 408b32ffb15b0000 0000000000000000 bfef9f7252deacaa
cos 3fe27f7e13000000 0000000000000000 3feaccfc25ba25ac
cos 4073c49e891e0000 0000000000000000 bfe0f60e8dd8f793
cos 3fda4e40bb800000 0000000000000000 3fed55b2edf9dbcf
cos 4078e51732360000 0000000000000000 bfe932f313d99eee
cos bfe2f9fbb0800000 0000000000000000 3fea894a8e92bb07
cos 408bc6f9ab3e8000 0000000000000000 bfef5ea1f8d5a1a3
cos bfe7cba06f800000 0000000000000000 3fe78d9278099bfb
cos 408a6d23036b0000 0000000000000000 bfeb381bc767d36b
cos 3fd5e28a18800000 0000000000000000 3fee25b2fb4f06d9
cos c087286f0fd80000 0000000000000000 3fedee22098e8ce9
cos bfe51926ad400000 0000000000000000 3fe94b077dc501d6
cos 40705719534a0000 0000000000000000 bfe8a641b22a1c6e
cos 3fd13a7ff0000000 0000000000000000 3feed8f7675b8eb2
cos 4058929204500000 0000000000000000 bfe3df2891c80b26
cos 3fc029b934000000 0000000000000000 3fefbec6b76c53d3
cos c07be3884cf90000 0000000000000000 3fefca3f37f7ef8f
cos bfe4630b9c400000 0000000000000000 3fe9b8f97cbda049
cos 4086765975db0000 0000000000000000 bfe9d65bc6fe21bb
cos 3fe21581e2000000 0000000000000000 3feb0651d7bf35bb
cos c088588d06588000 0000000000000000 3feff74a2db448aa
cos 3fc95c4373000000 0000000000000000 3fef5fbcddd8a728
cos c081b55d577f0000 0000000000000000 3fd825f43e2bf9e0
cos bfc61288e5000000 0000000000000000 3fef8680f8431e80
cos c085c9e793aa0000 0000000000000000 3fef63f4e4f6540a
cos bf8b3c4530000000 0000000000000000 3fefff468f80f329
cos 4086f438c2a68000 0000000000000000 3fea5218903becfc
cos 3fdd626f21000000 0000000000000000 3fecaf9cd61956ae
cos c08f199670660000 0000000000000000 bfe8c0b3e5fd82af
cos 3fe8397bab800000 0000000000000000 3fe742aa4f2d1fe4
cos 408e1339b30f0000 0000000000000000 3fde668e05c39e52
cos 3fa8e76c84000000 0000000000000000 3feff64fa6fd5c27
cos c089a81882e68000 0000000000000000 bfdf7eb5cc908931
cos 3fdc7c92fe800000 0000000000000000 3fece1d26779c879
cos c08a370380ad0000 0000000000000000 bfefeb15ee13ff28
cos 3fd88e15a8000000 0000000000000000 3fedac694a13caea
cos 407ca7fdb15f0000 0000000000000000 3fef85969d300d19
cos 3fcf1532f3000000 0000000000000000 3fef0fa63ae7382d
cos c08b4f92a1610000 0000000000000000 3feab304158c2f95
cos bfd4a18179000000 0000000000000000 3fee5a0a2d705b57
cos 408a0d88c1c00000 0000000000000000 bfd8fc6e0291055a
cos 3fe5d24c88c00000 0000000000000000 3fe8d7f7a8579109
cos 4083b122c4388000 0000000000000000 bfcfff0057b74655
cos bfe3605e1bc00000 0000000000000000 3fea4f8b0ce6cea1
cos 4078f1c3f6db0000 0000000000000000 bfefbce7444f03a2
cos bfe7dd6158400000 0000000000000000 3fe7818a2f0d9a60
cos 40646e7b008e0000 0000000000000000 3fefdf114bcb82e3
cos 3fa50d0f50000000 0000000000000000 3feff913ab352692
cos c07a569f30d80000 0000000000000000 3fecf2282c7ec760
cos 3fc94f59eb000000 0000000000000000 3fef605f5e1862ca
cos c0808dc4835b0000 0000000000000000 bfd6b36128f97f11
cos 3fc36cc162000000 0000000000000000 3fefa1d995440ca0
cos c06c03c4290c0000 0000000000000000 bfdf079b44a71259
cos bfacc83d78000000 0000000000000000 3feff30f3715c268
cos c087f3eafb950000 0000000000000000 3feff1cf0c2152e4
cos bf98b35208000000 0000000000000000 3feffd9dea956275
cos 4045ca2232800000 0000000000000000 3fed6f507adb8185
cos 3fdaa32419800000 0000000000000000 3fed44a3c23038a1
cos 408c6250de138000 0000000000000000 bfedd7f7446da7e1
cos bfb15efc96000000 0000000000000000 3fefed25cd85b9bf
cos 4056bcf1aab80000 0000000000000000 bfef9f2169d9a1a1
